###MJD,m,dm,uJy,duJy,F,err,chi/N,RA,Dec,x,y,maj,min,phi,apfit,mag5sig,Sky,Obs
58781.50004,0,0,0,0,o,0,-2,53.86112,9.29497,9333.46,7671.63,2.62,1.97,-86.8,-0.404,19.55,20.83,01a58781o0538o
58781.5042,0,0,0,0,o,0,-2,53.86021,9.29475,9314.48,7788.32,2.53,1.93,-86.8,-0.409,19.6,20.83,01a58781o0546o
58783.4394,5.426,0,24529384,0,c,0,0,53.44617,9.1898,8688.73,9960.32,2.76,2.54,-59.1,-0.391,19.71,21.39,02a58783o0472c
58783.44256,0,0,0,0,c,0,-2,53.44545,9.18963,8669.45,9954.92,2.91,2.59,-51.7,-0.379,19.72,21.42,02a58783o0478c
58783.44917,6.148,9120366.863,12609850,1.15006E+14,c,0,0,53.44395,9.18928,8650.96,9920.04,2.79,2.59,-54,-0.39,19.7,21.44,02a58783o0491c
58783.45948,0,0,0,0,c,0,-2,53.4416,9.18872,8580.41,9995.91,2.91,2.61,-53.9,-0.384,19.7,21.41,02a58783o0511c
58784.46378,0,0,0,0,o,0,-2,53.21908,9.13478,4511.88,9113.87,2.26,1.94,-83.7,-0.438,19.6,20.84,01a58784o0584o
58784.46704,0,0,0,0,o,0,-2,53.21831,9.13461,4494.06,9074.79,2.27,1.96,-86.7,-0.436,19.6,20.82,01a58784o0591o
58784.4741,0,0,0,0,o,0,-2,53.21667,9.13423,4555.16,9153.07,2.23,2.03,-85.2,-0.425,19.6,20.82,01a58784o0606o
58784.48537,0,0,0,0,o,0,-2,53.21404,9.13363,5880.54,1437.54,2.3,1.96,-2.4,-0.409,19.5,20.72,01a58784o0629o
58788.44764,0,0,0,0,o,0,-2,52.29429,8.92564,6282.16,8705.25,2.26,1.9,-84.4,-0.417,16.31,17.45,01a58788o0508o
58788.45307,0,0,0,0,o,0,-2,52.29294,8.92536,6264.69,8659.74,2.09,1.9,-84.8,-0.417,18.45,19.54,01a58788o0519o
58788.45632,0,0,0,0,o,0,-2,52.29213,8.9252,6324.58,8743.39,2.16,2.11,-20.2,-0.402,19.09,20.32,01a58788o0526o
58788.46711,0,0,0,0,o,0,-2,52.28944,8.92464,4114.54,1856.05,1.89,1.8,76.4,-0.436,17.61,18.67,01a58788o0549o
58790.39282,0,0,0,0,c,0,-2,51.8222,8.82738,1476.6,3977.86,2.24,2.18,-55.9,-0.424,19.7,21.34,02a58790o0439c
58790.39662,0,0,0,0,c,0,-2,51.82123,8.82719,1492.25,4015.67,2.2,2.18,-65.3,-0.422,19.74,21.36,02a58790o0447c
58790.40277,0,0,0,0,c,0,-2,51.81966,8.82689,1431.68,3938.97,2.23,2.21,-53.1,-0.419,19.73,21.37,02a58790o0460c
58790.41287,0,0,0,0,c,0,-2,51.81709,8.82639,1406.97,4057.12,2.28,2.15,-58.3,-0.423,19.74,21.4,02a58790o0482c
58792.45072,0,0,0,0,o,0,-2,51.3098,8.72716,8282.38,10288.64,2.52,1.98,-83.5,-0.391,19.49,20.68,01a58792o0356o
58792.45592,0,0,0,0,o,0,-2,51.30845,8.72691,8264.81,10249.55,2.55,2.01,-82.9,-0.398,19.52,20.75,01a58792o0367o
58792.4603,0,0,0,0,o,0,-2,51.3073,8.7267,2132.57,164.34,1.92,1.75,53.2,-0.46,19.62,20.79,01a58792o0376o
58792.47288,0,0,0,0,o,0,-2,51.30403,8.7261,2108.93,280.47,1.86,1.68,47,-0.462,19.65,20.81,01a58792o0402o
58794.48186,0,0,0,0,o,0,-2,50.79483,8.63244,1142.75,1721.77,2.23,1.98,-61.9,-0.472,19.25,20.08,02a58794o0485o
58794.49027,0,0,0,0,o,0,-2,50.7926,8.63206,1124.53,1681.25,2.26,1.92,-56.5,-0.475,19.27,20.08,02a58794o0503o
58794.49429,0,0,0,0,o,0,-2,50.79154,8.63187,1181.92,1759.38,2.25,2.03,-59.6,-0.461,19.27,20.09,02a58794o0511o
58794.49939,0,0,0,0,o,0,-2,50.79019,8.63164,1202.43,1640.39,2.26,1.95,-58.9,-0.469,19.27,20.11,02a58794o0521o
58795.47039,0,0,0,0,o,0,-2,50.54177,8.58809,1632.05,1631.98,2.1,1.88,-63.2,-0.485,18.35,18.69,02a58795o0466o
58795.48244,0,0,0,0,o,0,-2,50.53856,8.58755,1617.95,1595.41,2.1,1.85,-56.9,-0.5,16.69,16.81,02a58795o0491o
58795.48795,0,0,0,0,o,0,-2,50.5371,8.58731,1679.75,1675.71,2.05,1.81,-59.2,-0.487,16.45,16.4,02a58795o0502o
58795.49084,0,0,0,0,o,0,-2,50.53633,8.58718,1698.63,1555.95,2.03,1.84,-63.7,-0.54,16.75,16.72,02a58795o0508o
58796.33576,0,0,0,0,o,0,-2,50.3202,8.55025,10190.9,9966.86,3.4,2.85,-88.3,-0.354,18.63,19.28,01a58796o0285o
58796.34045,0,0,0,0,o,0,-2,50.31896,8.55005,10.76,9993.11,3.26,2.7,-82.9,-0.41,18.74,19.26,01a58796o0295o
58796.34091,0,0,0,0,o,0,-2,50.31883,8.55003,10172.23,9924.26,2.92,2.15,-82.8,-0.362,18.81,19.31,01a58796o0296o
58796.34423,0,0,0,0,o,0,-2,50.31795,8.54989,10237,10005.55,3.33,2.76,-88.2,-0.348,18.61,19.32,01a58796o0303o
58796.35087,0,0,0,0,o,0,-2,50.31619,8.54961,39.03,9874.92,2.72,2.16,-84.1,-0.446,18.94,19.3,01a58796o0317o
58796.3551,0,0,0,0,o,0,-2,50.31506,8.54943,10261.71,9883.81,2.47,1.79,-85.8,-0.418,18.96,19.36,01a58796o0326o
58802.48989,0,0,0,0,o,0,-2,48.72231,8.31201,7076.35,1022.39,2.12,1.74,-53.7,-0.467,18.24,18.57,02a58802o0612o
58802.4931,0,0,0,0,o,0,-2,48.72145,8.3119,7059.48,983.2,2.16,1.76,-54.1,-0.463,18.35,18.89,02a58802o0619o
58802.49862,0,0,0,0,o,0,-2,48.71997,8.31171,7119.87,1060.82,2.03,1.72,-55.4,-0.475,18.49,18.93,02a58802o0631o
58802.50894,0,0,0,0,o,0,-2,48.71722,8.31135,7144.93,943.33,2.13,1.69,-48.9,-0.501,18.62,19.03,02a58802o0653o
58803.4985,9.067,0.337,857771,289120,o,0,3.83,48.46141,8.27873,7623.11,1001.57,4.11,3.2,0,-0.224,13.75,14.15,02a58803o0642o
58803.5013,9.989,0.193,366654,70825,o,0,4.43,48.46066,8.27864,7607.26,961.47,4.95,4.88,52.7,-0.241,14.61,15.42,02a58803o0648o
58803.50657,0,0,0,0,o,0,-2,48.45926,8.27846,7621.19,994.13,1.88,1.72,59.7,-0.475,15.88,15.73,02a58803o0659o
58803.51705,0,0,0,0,o,0,-2,48.45647,8.27812,7645.42,875.88,1.99,1.81,60.4,-0.301,15.02,14.91,02a58803o0681o
58807.4652,0,0,0,0,o,0,-2,47.44916,8.16582,9546.35,734.28,2.34,1.57,-52.8,-0.503,19.62,20.7,02a58807o0287o
58807.46815,0,0,0,0,o,0,-2,47.44839,8.16575,9528.66,694.59,2.38,1.6,-51.9,-0.505,19.55,20.68,02a58807o0293o
58807.47818,0,0,0,0,o,0,-2,47.44579,8.1655,9592.36,774.69,2.44,1.58,-51.1,-0.502,19.59,20.58,02a58807o0313o
58807.48403,0,0,0,0,o,0,-2,47.44427,8.16535,9616.34,656.15,2.39,1.58,-51.6,-0.515,19.56,20.51,02a58807o0325o
58808.44003,0,0,0,0,o,0,-2,47.20519,8.14276,4430.88,9583.91,2.23,1.86,-79.6,-0.435,19.68,20.83,01a58808o0383o
58808.44326,0,0,0,0,o,0,-2,47.20436,8.14269,4448.42,9622.03,2.11,1.84,-80.3,-0.433,19.64,20.79,01a58808o0390o
58808.44981,0,0,0,0,o,0,-2,47.20267,8.14253,4387.03,9543.79,2.18,1.8,-82.5,-0.445,19.7,20.83,01a58808o0404o
58808.46149,0,0,0,0,o,0,-2,47.19966,8.14226,4363.85,9660.57,2.25,1.89,-79.6,-0.442,19.72,20.98,01a58808o0429o
58812.37292,0,0,0,0,o,0,-2,46.24787,8.06968,7932.24,744.89,2.18,1.92,86.1,-0.444,19.59,20.76,01a58812o0396o
58812.38274,0,0,0,0,o,0,-2,46.24545,8.06954,7916.26,704.81,2.4,2.03,89.2,-0.437,19.48,20.73,01a58812o0416o
58812.38617,0,0,0,0,o,0,-2,46.24461,8.06949,7975.59,781.97,2.27,1.93,86.8,-0.444,19.55,20.73,01a58812o0423o
58812.40023,0,0,0,0,o,0,-2,46.24115,8.06929,2507.62,9821.93,2.23,1.91,-79.1,-0.45,19.6,20.68,01a58812o0453o
58813.36273,0,0,0,0,o,0,-2,46.0151,8.05659,8382.22,711.31,2.32,1.89,81.7,-0.432,19.62,20.88,01a58813o0362o
58813.37277,0,0,0,0,o,0,-2,46.01267,8.05647,8367.64,670.99,2.26,1.88,89.5,-0.437,19.64,20.9,01a58813o0381o
58813.37558,0,0,0,0,o,0,-2,46.01199,8.05644,8427.1,748.28,2.36,1.93,-89.5,-0.437,19.6,20.92,01a58813o0387o
58813.38621,0,0,0,0,o,0,-2,46.00941,8.05631,8450.26,630.4,2.38,1.93,85.3,-0.423,19.62,20.98,01a58813o0407o
58814.38243,0,0,0,0,c,0,-2,45.77907,8.0454,4364.2,8642.9,2.53,2.47,29.8,-0.397,18.65,20.44,02a58814o0343c
58814.38602,0,0,0,0,c,0,-2,45.77821,8.04536,4344.24,8601.97,2.59,2.48,37.5,-0.392,19.21,21.06,02a58814o0350c
58814.39276,0,0,0,0,c,0,-2,45.77661,8.04529,4401.1,8680.87,2.58,2.5,40,-0.393,16.19,17.85,02a58814o0364c
58814.40466,0,0,0,0,c,0,-2,45.77377,8.04518,4424.66,8563.68,2.56,2.43,48.5,-0.394,17.61,19.33,02a58814o0388c
58816.39463,0,0,0,0,o,0,-2,45.32651,8.03044,5341.15,3791.66,2.56,2.21,1.9,-0.375,19.46,20.93,01a58816o0471o
58816.39785,0,0,0,0,o,0,-2,45.32577,8.03042,5359.79,3830.12,2.34,2.11,4.9,-0.374,19.55,20.91,01a58816o0478o
58816.40434,0,0,0,0,o,0,-2,45.32428,8.03039,5300.05,3753.06,3.28,2.31,0.6,-0.393,19.32,20.9,01a58816o0492o
58816.41494,0,0,0,0,o,0,-2,45.32185,8.03033,5277.16,3868.16,3.66,2.34,-1,-0.335,19.2,20.89,01a58816o0515o
58818.40007,10.186,0.709,305870,216920,c,0,0,44.89437,8.02497,5863.61,2836.99,2.74,2.6,-63.9,-0.373,18.1,19.92,02a58818o0463c
58818.4031,9.596,1.254,526591,660239,c,0,0,44.89371,8.02497,5844.21,2797.75,2.67,2.57,-64.6,-0.376,17.81,19.6,02a58818o0469c
58818.40852,0,0,0,0,c,0,-2,44.89252,8.02497,5858.48,2831.13,2.47,2.37,-66.7,-0.403,17.4,19.08,02a58818o0480c
58818.42091,0,-12.13,0,2.58184E+14,c,0,0,44.88981,8.02496,5928.24,2760.7,2.6,2.46,-62.9,-0.395,15.82,17.41,02a58818o0506c
58820.42554,0,0,0,0,o,0,-2,44.47856,8.02931,3720.07,3791.52,1.9,1.66,88,-0.424,19.23,20.64,01a58820o0372o
58820.42882,0,0,0,0,o,0,-2,44.47787,8.02932,3738.45,3830.18,1.88,1.63,87.8,-0.422,19.54,20.95,01a58820o0379o
58820.43635,0,0,0,0,o,0,-2,44.47631,8.02935,3680.3,3754.7,1.97,1.7,86.3,-0.417,18.12,19.49,01a58820o0395o
58820.44783,0,0,0,0,o,0,-2,44.47393,8.0294,3657.99,3870.54,2.03,1.67,86,-0.418,19.81,21.29,01a58820o0419o
58822.27684,0,0,0,0,o,0,-2,44.11966,8.04194,3206.42,7651.74,2.05,1.87,-36.6,-0.431,19.24,20.05,02a58822o0093o
58822.2804,0,0,0,0,o,0,-2,44.11895,8.04197,3224.81,7691.32,2,1.82,-44.7,-0.439,19.35,20.21,02a58822o0100o
58822.28743,0,0,0,0,o,0,-2,44.11757,8.04204,3164.98,7613.34,2.08,1.85,-45.1,-0.441,19.29,20.21,02a58822o0114o
58822.29767,0,0,0,0,o,0,-2,44.11554,8.04214,3148.93,7725.74,2.13,1.8,-51.8,-0.435,18.55,19.06,02a58822o0135o
58824.30782,0,0,0,0,o,0,-2,43.74715,8.0655,8436.43,439.4,2.45,1.9,88.6,-0.402,18.99,19.48,01a58824o0281o
58824.31156,0,0,0,0,o,0,-2,43.74645,8.06555,8417.9,400.08,2.39,1.96,88.9,-0.407,19.01,19.5,01a58824o0289o
58824.3167,0,0,0,0,o,0,-2,43.74549,8.06563,8477.52,478.72,2.43,1.86,85.4,-0.418,18.98,19.47,01a58824o0300o
58824.32692,0,0,0,0,o,0,-2,43.7436,8.06577,8500.45,361.4,2.4,1.96,86.2,-0.414,19.03,19.49,01a58824o0322o
58829.42643,0,0,0,0,o,0,-2,42.92181,8.16933,490.07,9851.83,2.89,2.38,-81.6,-0.415,18.36,18.33,01a58829o0499o
58829.44573,0,0,0,0,o,0,-2,42.9189,8.16982,502.14,9889.23,2.4,2.13,-67.3,-0.47,18.28,18.28,01a58829o0539o
58829.4538,0,0,0,0,o,0,-2,42.91769,8.17003,441.37,9809.65,2.5,2.11,-77.7,-0.471,18.28,18.24,01a58829o0555o
58829.45817,0,0,0,0,o,0,-2,42.91703,8.17014,419.96,9927.51,2.73,2.25,-78.1,-0.455,18.25,18.22,01a58829o0563o
58830.35618,0,0,0,0,o,0,-2,42.79096,8.19499,8072.51,7104.67,2.4,2.31,70.9,-0.426,18.61,19.24,02a58830o0359o
58830.35951,0,0,0,0,o,0,-2,42.79047,8.19508,8052.18,7065.59,2.53,2.44,78.1,-0.436,18.54,19.25,02a58830o0366o
58830.38096,0,0,0,0,o,0,-2,42.78733,8.19569,8111.5,7145.73,3.06,2.89,48,-0.43,18.33,19.23,02a58830o0376o
58830.38768,0,0,0,0,o,0,-2,42.78635,8.19588,8131.43,7028.83,2.41,2.36,80.6,-0.441,18.57,19.21,02a58830o0390o
58832.39944,0,0,0,0,o,0,-2,42.52227,8.25859,3834.65,3155.8,1.98,1.82,83,-0.41,19.29,19.88,01a58832o0477o
58832.40271,0,0,0,0,o,0,-2,42.52184,8.25869,3853.16,3194.29,2,1.75,85.4,-0.416,19.25,19.85,01a58832o0484o
58832.40832,0,0,0,0,o,0,-2,42.5211,8.25888,3794.36,3116.4,2.05,1.8,85.7,-0.41,19.29,19.89,01a58832o0496o
58832.4191,0,0,0,0,o,0,-2,42.51969,8.25923,3774.89,3233.57,2.15,1.79,84.1,-0.412,19.24,19.88,01a58832o0519o
58833.39768,0,0,0,0,o,0,-2,42.40157,8.29322,3604.61,3091.04,2.13,1.81,84,-0.417,19.42,20.28,01a58833o0475o
58833.4017,0,0,0,0,o,0,-2,42.40107,8.29337,3623.84,3129.73,2.04,1.76,82.9,-0.421,19.45,20.24,01a58833o0483o
58833.41165,0,0,0,0,o,0,-2,42.39983,8.29372,3564.46,3051.29,2.14,1.85,83.9,-0.42,19.38,20.23,01a58833o0504o
58833.4178,0,0,0,0,o,0,-2,42.39907,8.29393,3545.3,3167.53,2.12,1.79,82.4,-0.423,19.4,20.21,01a58833o0516o
58836.35274,0,0,0,0,o,0,-2,42.08521,8.40932,2988.07,2873.96,4.52,2.4,0.8,-0.337,19.22,21.21,01a58836o0366o
58836.35597,0,0,0,0,o,0,-2,42.08487,8.40945,3004.74,2910.26,2.6,2.31,8.2,-0.386,19.54,21.22,01a58836o0373o
58836.36161,0,0,0,0,o,0,-2,42.08428,8.40969,2945.72,2831.12,2.63,2.23,5.6,-0.409,19.56,21.18,01a58836o0385o
58836.37338,0,0,0,0,o,0,-2,42.08306,8.41019,2925.64,2944.67,2.25,1.94,84.4,-0.426,19.67,21.06,01a58836o0410o
58841.34622,0,0,0,0,o,0,-2,41.69087,8.6502,483.31,6375.55,2.44,1.97,86.2,-0.418,19.73,21.11,01a58841o0344o
58841.34962,0,0,0,0,o,0,-2,41.69063,8.65038,502.2,6415.02,2.38,1.8,85.1,-0.424,19.78,21.12,01a58841o0351o
58841.36457,0,0,0,0,o,0,-2,41.68961,8.65118,442.44,6334.51,2.33,1.81,86.2,-0.433,19.79,21.06,01a58841o0382o
58841.37083,0,0,0,0,o,0,-2,41.68919,8.65151,423.09,6448.39,2.37,1.84,87.1,-0.431,19.75,21.03,01a58841o0395o
58844.31624,0,0,0,0,o,0,-2,41.54159,8.8191,10361.4,5997.04,3.18,2.19,-84.7,-0.434,19.47,21.04,01a58844o0263o
58844.31908,0,0,0,0,o,0,-2,41.54145,8.81926,10380.44,6034.34,2.98,1.88,-85.3,-0.424,19.6,21.05,01a58844o0269o
58844.32184,0,0,0,0,o,0,-2,41.54132,8.81943,192.41,6054.87,3.1,2.45,79.6,-0.36,19.53,21.05,01a58844o0275o
58844.3251,0,0,0,0,o,0,-2,41.54117,8.81962,213.11,6094.15,3.34,2.72,86.5,-0.395,19.4,21.06,01a58844o0282o
58844.32648,0,0,0,0,o,0,-2,41.5411,8.81971,10319.78,5955.91,2.79,1.9,-86.5,-0.431,19.66,21.06,01a58844o0285o
58844.33207,0,0,0,0,o,0,-2,41.54084,8.82004,153.06,6015.01,3.38,2.78,83.4,-0.376,19.36,21.07,01a58844o0297o
58844.3367,0,0,0,0,o,0,-2,41.54062,8.82032,10301.14,6069.98,2.8,1.87,-85.2,-0.426,19.66,21.09,01a58844o0307o
58844.34192,0,0,0,0,o,0,-2,41.54038,8.82063,133.37,6127.39,2.99,2.34,83.1,-0.388,19.58,21.08,01a58844o0318o
58845.27009,0,0,0,0,o,0,-2,41.50742,8.87723,10290.07,5894.01,2.57,2.03,-80.1,-0.398,19.7,21.08,01a58845o0178o
58845.27343,0,0,0,0,o,0,-2,41.50729,8.87743,10309.24,5930.7,2.54,1.89,-81.4,-0.417,19.74,21.09,01a58845o0185o
58845.2893,0,0,0,0,o,0,-2,41.50664,8.87842,10249.86,5848.36,2.62,2.14,-79.7,-0.414,19.63,21.02,01a58845o0217o
58845.29023,0,0,0,0,o,0,-2,41.5066,8.87847,122.5,5944.48,2.47,2.05,85.4,-0.397,19.69,21.01,01a58845o0219o
58845.29306,0,0,0,0,o,0,-2,41.50649,8.87865,142.52,5982.48,2.49,2.01,85.6,-0.407,19.7,20.98,01a58845o0225o
58845.29451,0,0,0,0,o,0,-2,41.50643,8.87874,10230.41,5962.49,2.49,1.85,-84.4,-0.439,19.71,21,01a58845o0228o
58845.30103,0,0,0,0,o,0,-2,41.50617,8.87914,83.51,5901.71,2.59,2.23,81,-0.381,19.63,20.99,01a58845o0241o
58845.31125,0,0,0,0,o,0,-2,41.50576,8.87977,64.29,6015.8,2.55,2.06,78.3,-0.396,19.67,20.95,01a58845o0262o
58846.30376,0,0,0,0,c,0,-2,41.47713,8.94227,2274.6,6503.06,2.35,2.34,-66.9,-0.408,19.75,21.7,02a58846o0253c
58846.30696,0,0,0,0,c,0,-2,41.47703,8.94247,2255.87,6464.86,2.41,2.38,-53.2,-0.412,19.77,21.69,02a58846o0260c
58846.31346,0,0,0,0,c,0,-2,41.47682,8.94289,2313.57,6543.19,2.4,2.37,-82.9,-0.408,19.74,21.67,02a58846o0274c
58846.32691,0,0,0,0,c,0,-2,41.47638,8.94374,2334.77,6429.13,2.38,2.31,-60.1,-0.411,19.7,21.66,02a58846o0303c
58850.32765,0,0,0,0,o,0,-2,41.43251,9.21536,8872.2,937.43,2.27,1.69,-51.8,-0.495,19.48,20.48,02a58850o0304o
58850.3402,0,0,0,0,o,0,-2,41.43247,9.21626,8851.96,899.71,2.21,1.68,-53.8,-0.488,19.46,20.45,02a58850o0331o
58850.34369,0,0,0,0,o,0,-2,41.43245,9.2165,8909.87,979.33,2.32,1.7,-49.9,-0.506,19.48,20.46,02a58850o0338o
58852.26666,0,0,0,0,o,0,-2,41.45214,9.35773,3910.55,4809.58,2.12,1.95,89.5,-0.404,19.17,19.86,01a58852o0172o
58866.32529,0,0,0,0,c,0,-2,42.33562,10.56692,2783.1,1320.44,2.57,2.32,-56.7,-0.434,19.7,21.54,02a58866o0065c
58866.32759,0,0,0,0,c,0,-2,42.33585,10.56714,2763.28,1281.07,2.68,2.37,-55.3,-0.423,19.7,21.53,02a58866o0070c
58866.33362,0,0,0,0,c,0,-2,42.33646,10.56771,2821.35,1360.7,2.56,2.33,-61.1,-0.418,19.7,21.53,02a58866o0083c
58866.34519,0,0,0,0,c,0,-2,42.33764,10.5688,2840.63,1244.25,2.61,2.29,-57.3,-0.424,19.68,21.5,02a58866o0108c
58867.32153,0,0,0,0,c,0,-2,42.44513,10.66274,2573.03,1501.81,2.38,2.19,-64.7,-0.429,19.78,21.55,02a58867o0274c
58867.32431,0,0,0,0,c,0,-2,42.44543,10.66301,2554.66,1463.49,2.43,2.19,-59.7,-0.427,19.77,21.55,02a58867o0280c
58867.32958,0,0,0,0,c,0,-2,42.446,10.66351,2611.67,1541.9,2.41,2.23,-62.5,-0.426,19.76,21.52,02a58867o0291c
58867.33949,0,0,0,0,c,0,-2,42.44706,10.66446,2633.26,1425.61,2.45,2.21,-60.1,-0.432,19.7,21.49,02a58867o0312c
58868.26917,0,0,0,0,o,0,-2,42.55503,10.755,8291.66,492.77,2.25,1.79,88.4,-0.443,19.6,20.93,01a58868o0164o
58868.27239,0,0,0,0,o,0,-2,42.55539,10.75531,8312.09,531.39,2.27,1.76,88.9,-0.441,19.62,20.93,01a58868o0171o
58868.27751,0,0,0,0,o,0,-2,42.55597,10.75581,8255.1,453.41,2.28,1.82,86.1,-0.433,19.53,20.94,01a58868o0182o
58868.28778,0,0,0,0,o,0,-2,42.55712,10.75681,8238.66,569.51,2.31,1.8,86.6,-0.436,19.52,20.91,01a58868o0204o
58871.25014,0,0,0,0,c,0,-2,42.93391,11.05147,1649.43,2263.06,2.65,2.24,-59.5,-0.429,19.56,21.56,02a58871o0116c
58871.2534,0,0,0,0,c,0,-2,42.93433,11.0518,1628.99,2224.05,2.61,2.19,-72.6,-0.423,19.5,21.52,02a58871o0123c
58871.26131,0,0,0,0,c,0,-2,42.93535,11.0526,1686.17,2302.61,2.6,2.24,-56.7,-0.422,19.68,21.42,02a58871o0140c
58871.27127,0,0,0,0,c,0,-2,42.93664,11.0536,1703.76,2186.75,2.6,2.24,-56.7,-0.418,19.74,21.4,02a58871o0161c
58873.30322,0,0,0,0,o,0,-2,43.22373,11.26096,9319.85,5817.11,2.63,1.82,-85.6,-0.437,19.57,20.73,01a58873o0232o
58873.30703,0,0,0,0,o,0,-2,43.22427,11.26135,9340.92,5855.69,2.59,1.81,-85.2,-0.447,19.53,20.71,01a58873o0240o
58873.31256,0,0,0,0,o,0,-2,43.22505,11.26191,9284.87,5779.27,2.64,1.87,-85.8,-0.439,19.5,20.68,01a58873o0252o
58873.32538,0,0,0,0,o,0,-2,43.22687,11.26322,9266.75,5895.21,2.79,1.92,-85.1,-0.447,19.4,20.59,01a58873o0279o
58874.31274,0,0,0,0,c,0,-2,43.37491,11.36541,486.85,9197.9,2.48,2.14,-50.7,-0.432,19.69,21.39,02a58874o0249c
58874.31599,0,0,0,0,c,0,-2,43.37539,11.36574,469.07,9158.97,2.47,2.07,-47.4,-0.427,19.66,21.39,02a58874o0256c
58874.32153,7.025,0.238,5625573,1340256,c,0,0,43.37621,11.36631,570.55,9281.95,2.47,2.08,-47.7,-0.434,19.68,21.39,02a58874o0268c
58874.3327,0,0,0,0,c,0,-2,43.37786,11.36746,546.68,9119.21,2.41,2.09,-49.3,-0.425,19.65,21.38,02a58874o0292c
58875.28631,0,0,0,0,c,0,-2,43.52613,11.46705,198.41,9395.98,2.52,2.03,-49.1,-0.422,19.71,21.38,02a58875o0192c
58875.2896,0,0,0,0,c,0,-2,43.52663,11.4674,180.85,9357.38,2.57,2.06,-50.5,-0.415,19.69,21.39,02a58875o0199c
58875.29571,0,0,0,0,c,0,-2,43.52756,11.46803,235.88,9435.6,2.52,2.04,-49.9,-0.425,19.67,21.38,02a58875o0212c
58875.2991,11.039,1.582,139402,220493,c,0,0,43.52808,11.46839,10368.26,9482.63,3.17,2.63,-53.9,-0.367,19.73,21.43,02a58875o0219c
58875.30199,10.663,0.347,197156,68446,c,0,0,43.52852,11.46869,10347.52,9443.57,3.14,2.61,-55,-0.377,19.72,21.43,02a58875o0225c
58875.30568,0,0,0,0,c,0,-2,43.52908,11.46907,254.21,9319.02,2.44,2.03,-49.7,-0.434,19.71,21.37,02a58875o0233c
58875.30754,-11.033,0.842,-140171,117962,c,0,0,43.52936,11.46926,10405.31,9524.75,3.17,2.63,-52.3,-0.363,19.7,21.42,02a58875o0237c
58875.31877,10.914,0.392,156419,61282,c,0,0,43.53108,11.47043,10420.57,9408.59,3.16,2.58,-53.9,-0.378,19.65,21.38,02a58875o0261c
58877.24875,0,0,0,0,o,0,-2,43.84622,11.6744,422.28,5062.43,3.25,2.69,6.8,-0.336,19.08,20.52,01a58877o0103o
58877.25275,8.579,0.022,1343821,28979,o,0,0,43.84686,11.67482,487.12,5144.54,3.62,2.82,9.3,-0.329,18.86,20.39,01a58877o0111o
58877.26183,0,0,0,0,o,0,-2,43.84833,11.67578,10462.32,4960.82,2.82,2.05,-85.3,-0.399,19.23,20.42,01a58877o0130o
58877.26229,0,0,0,0,o,0,-2,43.84841,11.67583,387.13,5018.86,2.57,2.07,83.9,-0.405,19.33,20.52,01a58877o0131o
58877.27236,0,0,0,0,o,0,-2,43.85004,11.6769,10446.69,5076.66,2.84,2.06,-84.9,-0.398,19.17,20.37,01a58877o0151o
58877.27282,0,0,0,0,o,0,-2,43.85012,11.67695,372.6,5132.92,2.79,2.3,83.9,-0.384,19.15,20.44,01a58877o0152o
58878.23358,6.259,10737807.82,11385265,1.22253E+14,o,0,0,44.01444,11.77958,9435.67,10077.41,2.72,2.1,-58.8,-0.419,19.54,20.6,02a58878o0079o
58878.23633,5.413,6415616.555,24815338,1.59206E+14,o,0,0,44.0149,11.77987,9416.02,10037.95,2.97,2.07,-56,-0.419,19.52,20.61,02a58878o0085o
58878.25618,0,0,0,0,o,0,-2,44.01821,11.78199,9420.19,10076.54,2.65,2.13,-59.5,-0.424,19.5,20.54,02a58878o0127o
58878.26418,0,0,0,0,o,0,-2,44.01955,11.78285,9436.9,9960.08,3.12,2.03,-52.8,-0.412,19.52,20.54,02a58878o0144o
58879.25505,0,0,0,0,o,0,-2,44.19393,11.88945,10448.07,9.68,2.1,1.53,-51.9,-0.479,18.17,18.63,02a58879o0118o
58879.30326,-9.449,0.414,-603031,249702,o,0,0,44.20227,11.89463,231.6,66.3,3.13,1.79,-51.6,-0.489,18.11,18.37,02a58879o0213o
58883.33243,8.327,0.763,1694434,1293312,o,0,0,44.96224,12.33505,8018.57,8690.49,3.08,2.87,-60.7,-0.409,18.47,19.06,02a58883o0289o
58883.33526,8.385,0.225,1606584,360990,o,0,0,44.96279,12.33536,7998.39,8651.61,3.22,3.04,-55.1,-0.366,18.31,19.05,02a58883o0295o
58883.34074,7.748,0.264,2888222,762953,o,0,0,44.96386,12.33596,8058.19,8733.04,2.91,2.71,-59.6,-0.399,18.39,19.01,02a58883o0306o
58883.35142,9.045,0,874588,0,o,0,0,44.96594,12.33713,8067.16,8617.9,3.06,2.83,-55.8,-0.391,18.3,18.94,02a58883o0328o
58885.25874,2.924,0,245798410,0,o,0,0,45.35346,12.54909,8133.29,6967.5,3.07,2.44,-86.6,-0.424,16.78,17.07,01a58885o0095o
58885.26296,0,0,0,0,o,0,-2,45.35432,12.54956,8111.88,6963.53,3.02,2.38,-87.1,-0.487,15.58,15.78,01a58885o0103o
58888.30439,0,0,0,0,o,0,-2,46.00586,12.89103,172.12,432.31,2.58,2.11,63.5,-0.431,18.59,19,01a58888o0224o
